identificationType,fileIdentifier,fileSize,ArtifactId,similarity(s),RawLicenseName(s),licenseName(s),licenseURL(s),auther(s),relatedURL(s),name,description
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\jre\LICENSE,40,?--pleiades--2018-12-java-win-64bit-jre_20181224,0.67760,,Approved/_See Java LICENSE,,,,pleiades,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\jre\THIRDPARTYLICENSEREADME-JAVAFX.txt,108062,?--pleiades--2018-12-java-win-64bit-jre_20181224,"0.94478,
0.95078,
0.95023",,Approved/Thired_Party_licenses_for_JAVAFX8_LGPL-2.1 + APSL +ICU + etc,,,,pleiades,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\jre\jre\THIRDPARTYLICENSEREADME-JAVAFX.txt,108062,?--pleiades--2018-12-java-win-64bit-jre_20181224,"0.94737,
0.95771,
0.95740",,Approved/Thired_Party_licenses_for_JAVAFX8_LGPL-2.1 + APSL +ICU + etc,,,,pleiades,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\javax.xml.rpc_1.1.0.v201209140446\about_files\LICENSE,11359,?--javax.xml.rpc--1.1.0.v201209140446,"0.86336,
0.85332,
0.85274",,spdx/Apache-2.0,,,,javax.xml.rpc,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\javax.xml.rpc_1.1.0.v201209140446\about_files\NOTICE,416,?--javax.xml.rpc--1.1.0.v201209140446,"0.69495,
0.70251,
0.70106",,Approved/Apache Software Foundation products NOTICE,,,,javax.xml.rpc,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\javax.xml.soap_1.2.0.v201005080501\about_files\LICENSE,11359,?--javax.xml.soap--1.2.0.v201005080501,"0.82520,
0.82190,
0.82008",,spdx/Apache-2.0,,,,javax.xml.soap,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\javax.xml.soap_1.2.0.v201005080501\about_files\NOTICE,416,?--javax.xml.soap--1.2.0.v201005080501,"0.75590,
0.74250,
0.73515",,Approved/Apache Software Foundation products NOTICE,,,,javax.xml.soap,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.ant_1.10.5.v20180808-0324\about_files\DOM-LICENSE.html,5196,?--org.apache.ant--1.10.5.v20180808-0324,"0.76288,
0.77937",,"spdx/W3C,
research/pleiades-2018-12-java-win-64bit-jre_20181224/pleiades/eclipse/plugins/org.apache.ant_1.10.5.v20180808-0324/about_files/DOM-LICENSE.html",,,,org.apache.ant,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.ant_1.10.5.v20180808-0324\about_files\LICENSE,15289,?--org.apache.ant--1.10.5.v20180808-0324,"0.83554,
0.87112",,Approved/Apache-2.0 + W3C + SAX if Free + etc LICENSE,,,,org.apache.ant,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.ant_1.10.5.v20180808-0324\about_files\NOTICE,305,?--org.apache.ant--1.10.5.v20180808-0324,"0.73302,
0.74120",,"Approved/Apache-2.0 + OWN CREDITS NOTICE(2),
research/pleiades-2018-12-java-win-64bit-jre_20181224/pleiades/eclipse/plugins/org.apache.ant_1.10.5.v20180808-0324/about_files/NOTICE",,,,org.apache.ant,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.ant_1.10.5.v20180808-0324\about_files\SAX-LICENSE.html,3501,?--org.apache.ant--1.10.5.v20180808-0324,"0.80466,
0.83996,
0.81191",,"spdx/SAX-PD,
research/pleiades-2018-12-java-win-64bit-jre_20181224/pleiades/eclipse/plugins/org.apache.ant_1.10.5.v20180808-0324/about_files/SAX-LICENSE.html",,,,org.apache.ant,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.ant_1.10.5.v20180808-0324\about_files\THE_APACHE_SOFTWARE_LICENSE__VERSION_2.0.txt,11358,?--org.apache.ant--1.10.5.v20180808-0324,"0.86418,
0.85794,
0.85282",,spdx/Apache-2.0,,,,org.apache.ant,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.ant_1.10.5.v20180808-0324\META-INF\maven\org.eclipse.orbit.bundles\org.apache.ant\pom.xml,4573,org.eclipse.orbit.bundles--org.apache.ant--1.10.5-SNAPSHOT,0.50000,,spdx/Apache-2.0,,,,Apache Ant (all-in-one),
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.axis_1.4.0.v201411182030\about_files\LICENSE,11359,?--org.apache.axis--1.4.0.v201411182030,"0.86283,
0.85346,
0.85174",,spdx/Apache-2.0,,,,org.apache.axis,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.axis_1.4.0.v201411182030\about_files\NOTICE,416,?--org.apache.axis--1.4.0.v201411182030,"0.76265,
0.74469,
0.74082",,Approved/Apache Software Foundation products NOTICE,,,,org.apache.axis,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.apache.commons.discovery_0.2.0.v201004190315\about_files\LICENSE.txt,2871,?--org.apache.commons.discovery--0.2.0.v201004190315,"0.80048,
0.79120",,"Approved/Apache-1.1 in comments(2),
research/pleiades-2018-12-java-win-64bit-jre_20181224/pleiades/eclipse/plugins/org.apache.commons.discovery_0.2.0.v201004190315/about_files/LICENSE",,,,org.apache.commons.discovery,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.cdt.core.win32.x86_64_5.4.2.201811241055\META-INF\maven\org.eclipse.cdt\org.eclipse.cdt.core.win32.x86_64\pom.xml,1458,org.eclipse.cdt--org.eclipse.cdt.core.win32.x86_64--5.4.2-SNAPSHOT,0.00000,,,,,,org.eclipse.cdt.core.win32.x86_64,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.epp.package.common_4.10.0.20181214-0600\META-INF\maven\org.eclipse.epp\org.eclipse.epp.package.common\pom.xml,1100,org.eclipse.epp--org.eclipse.epp.package.common--4.10.0-SNAPSHOT,0.00000,,,,,,org.eclipse.epp.package.common,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.epp.package.jee_4.10.0.20181214-0600\META-INF\maven\org.eclipse.epp\org.eclipse.epp.package.jee\pom.xml,1200,org.eclipse.epp--org.eclipse.epp.package.jee--4.10.0-SNAPSHOT,0.00000,,,,,,org.eclipse.epp.package.jee,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.archetype.common_1.10.0.20181127-2120\about_files\dom4j-LICENSE.txt,1878,?--org.eclipse.m2e.archetype.common--1.10.0.20181127-2120,"0.80432,
0.82641,
0.82276",,calculate-Linux/Exolab,,,,org.eclipse.m2e.archetype.common,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.archetype.common_1.10.0.20181127-2120\about_files\jdom-LICENSE.txt,2566,?--org.eclipse.m2e.archetype.common--1.10.0.20181127-2120,"0.79691,
0.79610,
0.80016",,"Approved/jdom LICENSE(2),
Approved/jdom License",,,,org.eclipse.m2e.archetype.common,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.archetype.common_1.10.0.20181127-2120\about_files\LICENSE-1.1.txt,2827,?--org.eclipse.m2e.archetype.common--1.10.0.20181127-2120,"0.75879,
0.79407,
0.76554",,"spdx/Apache-1.1,
research/pleiades-2018-12-java-win-64bit-jre_20181224/pleiades/eclipse/plugins/org.eclipse.m2e.archetype.common_1.10.0.20181127-2120/about_files/LICENSE-1.1",,,,org.eclipse.m2e.archetype.common,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.archetype.common_1.10.0.20181127-2120\about_files\LICENSE-2.0.txt,11358,?--org.eclipse.m2e.archetype.common--1.10.0.20181127-2120,"0.86379,
0.85880,
0.85652",,spdx/Apache-2.0,,,,org.eclipse.m2e.archetype.common,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.maven.indexer_1.10.0.20181127-2120\about_files\LICENSE-2.0.txt,11358,?--org.eclipse.m2e.maven.indexer--1.10.0.20181127-2120,"0.84564,
0.84536,
0.83931",,spdx/Apache-2.0,,,,org.eclipse.m2e.maven.indexer,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.maven.runtime.slf4j.simple_1.10.0.20181127-2120\about_files\slf4j-simple-LICENSE.txt,1132,?--org.eclipse.m2e.maven.runtime.slf4j.simple--1.10.0.20181127-2120,"0.77483,
0.79384,
0.78544",,spdx/MIT,,,,org.eclipse.m2e.maven.runtime.slf4j.simple,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.maven.runtime_1.10.0.20181127-2120\about_files\LICENSE-2.0.txt,11358,?--org.eclipse.m2e.maven.runtime--1.10.0.20181127-2120,"0.86618,
0.86261,
0.86216",,spdx/Apache-2.0,,,,org.eclipse.m2e.maven.runtime,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.m2e.sourcelookup_1.10.0.20181127-2120\META-INF\maven\org.eclipse.m2e\org.eclipse.m2e.sourcelookup\pom.xml,817,org.eclipse.m2e--org.eclipse.m2e.sourcelookup--1.10.0-SNAPSHOT,0.00000,,,,,,org.eclipse.m2e.sourcelookup,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.pde.build_3.10.200.v20181008-0641\about_files\LICENSE-2.0.txt,11358,?--org.eclipse.pde.build--3.10.200.v20181008-0641,"0.84016,
0.82872,
0.82782",,spdx/Apache-2.0,,,,org.eclipse.pde.build,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.pde.ds.lib_1.1.200.v20180827-1309\about_files\LICENSE-2.0.txt,11358,?--org.eclipse.pde.ds.lib--1.1.200.v20180827-1309,"0.84257,
0.83819,
0.83523",,spdx/Apache-2.0,,,,org.eclipse.pde.ds.lib,
pathSuffix,pleiades-2018-12-java-win-64bit-jre_20181224\pleiades\eclipse\plugins\org.eclipse.pde.ds1_2.lib_1.0.200.v20180827-1309\about_files\LICENSE-2.0.txt,11358,?--org.eclipse.pde.ds1--2.lib_1.0.200.v20180827-1309,"0.84978,
0.84245,
0.84086",,spdx/Apache-2.0,,,,org.eclipse.pde.ds1,
pathSuffix,scancode-toolkit\apache-2.0.LICENSE,11358,?--scancode-toolkit--0,"0.85079,
0.84816,
0.84438",,spdx/Apache-2.0,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\cc0-1.0.LICENSE,6433,?--scancode-toolkit--0,"0.86148,
0.85351,
0.86761",,spdx/CC0-1.0,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\NOTICE,2547,?--scancode-toolkit--0,"0.83180,
0.82910,
0.82535",,research/scancode-toolkit/NOTICE,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-macosx_10_9_intel\LICENSE.txt,2814,?--extractcode--7z-macosx_10_9_intel,"0.81212,
0.81197,
0.80650",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-macosx_10_9_intel\src\extractcode_7z\bin\7zip.NOTICE,2814,?--extractcode--7z-macosx_10_9_intel,"0.82087,
0.81868,
0.81662",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-macosx_10_9_intel\src\extractcode_7z\bin\lgpl-2.1.LICENSE,26444,?--extractcode--7z-macosx_10_9_intel,"0.88504,
0.87824,
0.87040",,spdx/LGPL-2.1-only,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-macosx_10_9_intel\src\extractcode_7z\bin\unrar.LICENSE,1861,?--extractcode--7z-macosx_10_9_intel,"0.80471,
0.80146,
0.79350",,Approved/UnRar license,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-manylinux1_x86_64\LICENSE.txt,2814,?--extractcode--7z-manylinux1_x86_64,"0.79218,
0.78919,
0.78863",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-manylinux1_x86_64\src\extractcode_7z\bin\7zip.NOTICE,2814,?--extractcode--7z-manylinux1_x86_64,"0.79404,
0.79192,
0.78808",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-manylinux1_x86_64\src\extractcode_7z\bin\lgpl-2.1.LICENSE,26444,?--extractcode--7z-manylinux1_x86_64,"0.89084,
0.89081,
0.88231",,spdx/LGPL-2.1-only,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-manylinux1_x86_64\src\extractcode_7z\bin\unrar.LICENSE,1861,?--extractcode--7z-manylinux1_x86_64,"0.79026,
0.77840,
0.77767",,Approved/UnRar license,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win32\LICENSE.txt,3032,?--extractcode--7z-win32,"0.78882,
0.78878,
0.78436",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win32\src\extractcode_7z\bin\7zip.NOTICE,2814,?--extractcode--7z-win32,"0.79546,
0.79300,
0.78717",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win32\src\extractcode_7z\bin\lgpl-2.1.LICENSE,26444,?--extractcode--7z-win32,"0.88448,
0.88221,
0.88011",,spdx/LGPL-2.1-only,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win32\src\extractcode_7z\bin\unrar.LICENSE,1861,?--extractcode--7z-win32,"0.80158,
0.79967,
0.79032",,Approved/UnRar license,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win_amd64\LICENSE.txt,2814,?--extractcode--7z-win_amd64,"0.81769,
0.81417,
0.81334",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win_amd64\src\extractcode_7z\bin\7zip.NOTICE,2814,?--extractcode--7z-win_amd64,"0.82164,
0.81919,
0.81826",,research/scancode-toolkit/plugins/extractcode-7z-macosx_10_9_intel/LICENSE,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win_amd64\src\extractcode_7z\bin\lgpl-2.1.LICENSE,26444,?--extractcode--7z-win_amd64,"0.88725,
0.88630,
0.88339",,spdx/LGPL-2.1-only,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-7z-win_amd64\src\extractcode_7z\bin\unrar.LICENSE,1861,?--extractcode--7z-win_amd64,"0.79725,
0.78430,
0.77846",,Approved/UnRar license,,,,extractcode,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-macosx_10_9_intel\LICENSE.txt,7216,?--extractcode-libarchive-macosx--10_9_intel,"0.87925,
0.87523,
0.87453",,research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/LICENSE,,,,extractcode-libarchive-macosx,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-macosx_10_9_intel\src\extractcode_libarchive\lib\libarchive.NOTICE,6997,?--extractcode-libarchive-macosx--10_9_intel,"0.88539,
0.88502,
0.88372",,research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/src/extractcode_libarchive/lib/libarchive.NOTICE,,,,extractcode-libarchive-macosx,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-manylinux1_x86_64\LICENSE.txt,7216,?--extractcode-libarchive-manylinux1_x86--64,"0.89309,
0.89269,
0.88863",,research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/LICENSE,,,,extractcode-libarchive-manylinux1_x86,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-manylinux1_x86_64\src\extractcode_libarchive\lib\libarchive.NOTICE,6997,?--extractcode-libarchive-manylinux1_x86--64,"0.88413,
0.88250,
0.88137",,research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/src/extractcode_libarchive/lib/libarchive.NOTICE,,,,extractcode-libarchive-manylinux1_x86,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win32\LICENSE.txt,7216,?--extractcode-libarchive-win32--0,"0.88873,
0.88616,
0.88583",,research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/LICENSE,,,,extractcode-libarchive-win32,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win32\src\extractcode_libarchive\lib\libarchive.NOTICE,6997,?--extractcode-libarchive-win32--0,"0.87378,
0.87020,
0.87005",,research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/src/extractcode_libarchive/lib/libarchive.NOTICE,,,,extractcode-libarchive-win32,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win32\src\extractcode_libarchive\lib\libbz2-2.LICENSE,1748,?--extractcode-libarchive-win32--0,"0.76890,
0.78081,
0.77285",,spdx/bzip2-1.0.6,,,,extractcode-libarchive-win32,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win32\src\extractcode_libarchive\lib\libiconv.LICENSE,25291,?--extractcode-libarchive-win32--0,"0.89902,
0.89896,
0.88545",,spdx/LGPL-2.0-only,,,,extractcode-libarchive-win32,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win32\src\extractcode_libarchive\lib\zlib.LICENSE,1244,?--extractcode-libarchive-win32--0,"0.76668,
0.76596,
0.76157",,research/scancode-toolkit/plugins/extractcode-libarchive-win32/src/extractcode_libarchive/lib/zlib.LICENSE,,,,extractcode-libarchive-win32,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win_amd64\apache-2.0.LICENSE,11358,?--extractcode-libarchive-win_amd64--0,"0.86656,
0.86169,
0.86012",,spdx/Apache-2.0,,,,extractcode-libarchive-win_amd64,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win_amd64\LICENSE.txt,7216,?--extractcode-libarchive-win_amd64--0,"0.88127,
0.87670,
0.87575",,"research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/LICENSE,
research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/src/extractcode_libarchive/lib/libarchive.NOTICE",,,,extractcode-libarchive-win_amd64,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win_amd64\src\extractcode_libarchive\lib\libarchive.NOTICE,6997,?--extractcode-libarchive-win_amd64--0,"0.88335,
0.88271,
0.88253",,research/scancode-toolkit/plugins/extractcode-libarchive-macosx_10_9_intel/src/extractcode_libarchive/lib/libarchive.NOTICE,,,,extractcode-libarchive-win_amd64,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win_amd64\src\extractcode_libarchive\lib\libbz2-2.LICENSE,1748,?--extractcode-libarchive-win_amd64--0,"0.77988,
0.78172,
0.77457",,spdx/bzip2-1.0.6,,,,extractcode-libarchive-win_amd64,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win_amd64\src\extractcode_libarchive\lib\libiconv.LICENSE,25291,?--extractcode-libarchive-win_amd64--0,"0.91843,
0.91397,
0.90959",,spdx/LGPL-2.0-only,,,,extractcode-libarchive-win_amd64,
pathSuffix,scancode-toolkit\plugins\extractcode-libarchive-win_amd64\src\extractcode_libarchive\lib\zlib.LICENSE,1244,?--extractcode-libarchive-win_amd64--0,"0.75971,
0.75677,
0.75541",,research/scancode-toolkit/plugins/extractcode-libarchive-win32/src/extractcode_libarchive/lib/zlib.LICENSE,,,,extractcode-libarchive-win_amd64,
pathSuffix,scancode-toolkit\plugins\scancode-ignore-binaries\apache-2.0.LICENSE,11358,?--scancode-ignore-binaries--0,"0.85360,
0.84834,
0.84724",,spdx/Apache-2.0,,,,scancode-ignore-binaries,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-macosx_10_9_intel\LICENSE.txt,1812,?--typecode-libmagic-macosx--10_9_intel,"0.80103,
0.80097,
0.79911",,research/scancode-toolkit/plugins/typecode-libmagic-macosx_10_9_intel/LICENSE,,,,typecode-libmagic-macosx,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-manylinux1_x86_64\LICENSE.txt,1812,?--typecode-libmagic-manylinux1_x86--64,"0.80416,
0.80051,
0.79985",,research/scancode-toolkit/plugins/typecode-libmagic-macosx_10_9_intel/LICENSE,,,,typecode-libmagic-manylinux1_x86,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win32\LICENSE.txt,1812,?--typecode-libmagic-win32--0,"0.79533,
0.79178,
0.79089",,research/scancode-toolkit/plugins/typecode-libmagic-macosx_10_9_intel/LICENSE,,,,typecode-libmagic-win32,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win32\src\typecode_libmagic\lib\libgnurx.NOTICE,920,?--typecode-libmagic-win32--0,"0.74061,
0.73264",,research/scancode-toolkit/plugins/typecode-libmagic-win32/src/typecode_libmagic/lib/libgnurx.NOTICE,,,,typecode-libmagic-win32,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win32\src\typecode_libmagic\lib\zlib.LICENSE,1244,?--typecode-libmagic-win32--0,"0.75190,
0.75131,
0.75112",,research/scancode-toolkit/plugins/extractcode-libarchive-win32/src/extractcode_libarchive/lib/zlib.LICENSE,,,,typecode-libmagic-win32,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win_amd64\LICENSE.txt,1812,?--typecode-libmagic-win_amd64--0,"0.79911,
0.79848,
0.79494",,research/scancode-toolkit/plugins/typecode-libmagic-macosx_10_9_intel/LICENSE,,,,typecode-libmagic-win_amd64,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win_amd64\src\typecode_libmagic\lib\libgnurx.NOTICE,920,?--typecode-libmagic-win_amd64--0,"0.74390,
0.73956",,research/scancode-toolkit/plugins/typecode-libmagic-win32/src/typecode_libmagic/lib/libgnurx.NOTICE,,,,typecode-libmagic-win_amd64,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win_amd64\src\typecode_libmagic\lib\zlib.LICENSE,1244,?--typecode-libmagic-win_amd64--0,"0.75877,
0.75787,
0.75614",,research/scancode-toolkit/plugins/extractcode-libarchive-win32/src/extractcode_libarchive/lib/zlib.LICENSE,,,,typecode-libmagic-win_amd64,
pathSuffix,scancode-toolkit\samples\JGroups\LICENSE,26430,?--scancode-toolkit--0,"0.88456,
0.87273,
0.86743",,spdx/LGPL-2.1-only,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\samples\zlib\dotzlib\LICENSE_1_0.txt,1359,?--scancode-toolkit--0,"0.77555,
0.77403,
0.75512",,spdx/BSL-1.0,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\samples\zlib\dotzlib\readme.txt,2358,?--scancode-toolkit--0,0.82854,,research/scancode-toolkit/samples/zlib/dotzlib/readme,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\extractcode\PSF.LICENSE,32429,?--scancode-toolkit--0,"0.92077,
0.91900",,research/scancode-toolkit/src/extractcode/PSF.LICENSE,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\python.LICENSE,32429,?--scancode-toolkit--0,"0.93047,
0.92914",,research/scancode-toolkit/src/extractcode/PSF.LICENSE,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\spans.LICENSE,1482,?--scancode-toolkit--0,0.80893,,research/scancode-toolkit/src/licensedcode/spans.LICENSE,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\data\cc0-1.0.LICENSE,6433,?--scancode-toolkit--0,"0.85861,
0.84879,
0.86217",,spdx/CC0-1.0,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\389-exception.LICENSE,1301,?--389-exception.LICENSE--0,"0.76755,
0.76478",,"research/scancode-toolkit/src/licensedcode/data/licenses/389-exception.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-2.0-redhat.LICENSE",,,,389-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\3com-microcode.LICENSE,1698,?--3com-microcode.LICENSE--0,0.78350,,research/scancode-toolkit/src/licensedcode/data/licenses/3com-microcode.LICENSE,,,,3com-microcode.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\3dslicer-1.0.LICENSE,10297,?--3dslicer-1.0.LICENSE--0,0.90990,,research/scancode-toolkit/src/licensedcode/data/licenses/3dslicer-1.0.LICENSE,,,,3dslicer-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\4suite-1.1.LICENSE,2858,?--4suite-1.1.LICENSE--0,0.79498,,research/scancode-toolkit/src/licensedcode/data/licenses/4suite-1.1.LICENSE,,,,4suite-1.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\abstyles.LICENSE,737,?--abstyles.LICENSE--0,"0.78118,
0.79775",,spdx/Abstyles,,,,abstyles.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ac3filter.LICENSE,991,?--ac3filter.LICENSE--0,0.78370,,research/scancode-toolkit/src/licensedcode/data/licenses/ac3filter.LICENSE,,,,ac3filter.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\acdl-1.0.LICENSE,8599,?--acdl-1.0.LICENSE--0,"0.84709,
0.88308,
0.88218",,"FSF/ACDL,
Approved/ACDL-1.0",,,,acdl-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ace-tao.LICENSE,4442,?--ace-tao.LICENSE--0,"0.85923,
0.85407,
0.87289",,"spdx/DOC,
calculate-Linux/ACE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/tests/ACE/ACE-copying.html",,,,ace-tao.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\activestate-community-2012.LICENSE,17716,?--activestate-community-2012.LICENSE--0,0.92775,,research/scancode-toolkit/src/licensedcode/data/licenses/activestate-community-2012.LICENSE,,,,activestate-community-2012.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\activestate-community.LICENSE,4091,?--activestate-community.LICENSE--0,0.84324,,research/scancode-toolkit/src/licensedcode/data/licenses/activestate-community.LICENSE,,,,activestate-community.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\activestate-komodo-edit.LICENSE,7713,?--activestate-komodo-edit.LICENSE--0,0.87419,,research/scancode-toolkit/src/licensedcode/data/licenses/activestate-komodo-edit.LICENSE,,,,activestate-komodo-edit.LICENSE,
